filname, time (UTC),avg0,s0,c0,blur0,avg1,s1,c1,blur1
1576260001.jpg,2019-12-13 18:00:00,118,2.8, 45.7,-89.1,183,4.6, 49.0,-80.1
1576261801.jpg,2019-12-13 18:30:00,82,1.8, 30.6,-97.0,81,2.5, 28.6,-91.2
1576263601.jpg,2019-12-13 19:00:00,79,1.6, 29.8,-99.4,78,2.2, 27.3,-94.3
1576265401.jpg,2019-12-13 19:30:00,82,1.7, 30.9,-99.1,85,2.3, 29.3,-92.8
1576267201.jpg,2019-12-13 20:00:00,83,1.7, 31.1,-99.9,78,2.1, 26.3,-95.4
1576269001.jpg,2019-12-13 20:30:00,74,1.4, 29.2,-101.9,73,1.8, 25.5,-97.1
1576270801.jpg,2019-12-13 21:00:00,66,1.4, 24.7,-102.8,77,2.0, 25.6,-94.8
1576409401.jpg,2019-12-15 11:30:00,44,0.4, 12.6,-131.7,39,1.0, 16.8,-110.0
1576411201.jpg,2019-12-15 12:00:00,182,0.6, 52.4,-115.7,175,4.2, 58.5,-78.8
1576413001.jpg,2019-12-15 12:30:00,110,0.5, 41.9,-120.0,113,3.0, 54.4,-82.8
1576414801.jpg,2019-12-15 13:00:00,104,0.5, 37.4,-121.5,110,2.8, 49.9,-84.7
1576416601.jpg,2019-12-15 13:30:00,190,0.7, 50.6,-115.6,171,3.6, 63.7,-82.9
1576418401.jpg,2019-12-15 14:00:00,87,0.5, 29.0,-124.8,93,2.7, 49.9,-89.6
1576420201.jpg,2019-12-15 14:30:00,123,0.6, 45.0,-118.0,122,3.4, 75.3,-84.2
1576422001.jpg,2019-12-15 15:00:00,114,0.6, 37.3,-120.9,112,3.2, 70.5,-85.6
1576443601.jpg,2019-12-15 21:00:00,62,0.4, 30.1,-127.5,70,1.5, 34.2,-97.6
1576495801.jpg,2019-12-16 11:30:00,53,0.4, 12.4,-130.9,62,1.7, 30.7,-96.4
1576497601.jpg,2019-12-16 12:00:00,167,0.7, 53.2,-115.1,168,4.2, 57.0,-77.6
1576499401.jpg,2019-12-16 12:30:00,138,0.7, 53.8,-115.4,141,3.8, 57.1,-78.1
1576501201.jpg,2019-12-16 13:00:00,88,0.5, 35.7,-123.8,97,2.6, 49.6,-84.7
1576503001.jpg,2019-12-16 13:30:00,124,0.6, 49.6,-117.3,126,3.5, 59.4,-79.7
1576504801.jpg,2019-12-16 14:00:00,98,0.5, 34.9,-122.6,109,2.9, 48.2,-83.0
1576506601.jpg,2019-12-16 14:30:00,99,0.5, 28.3,-125.2,96,2.5, 37.0,-88.3
1576508401.jpg,2019-12-16 15:00:00,92,0.5, 26.6,-126.1,93,2.4, 45.6,-89.9
1576510201.jpg,2019-12-16 15:30:00,107,0.5, 30.4,-124.0,103,2.5, 41.5,-89.6
1576512001.jpg,2019-12-16 16:00:00,83,0.7, 27.6,-114.6,86,2.3, 30.0,-90.8
1576513801.jpg,2019-12-16 16:30:00,76,0.5, 23.8,-123.6,78,2.1, 28.2,-92.4
1576515601.jpg,2019-12-16 17:00:00,85,0.5, 28.4,-123.0,87,2.4, 31.4,-89.6
1576517401.jpg,2019-12-16 17:30:00,84,0.4, 29.5,-123.5,88,2.3, 33.5,-90.0
1576519201.jpg,2019-12-16 18:00:00,86,0.5, 30.4,-121.1,88,2.3, 31.2,-89.9
1576521001.jpg,2019-12-16 18:30:00,78,0.5, 33.1,-121.1,78,2.0, 33.7,-92.5
1576522801.jpg,2019-12-16 19:00:00,79,0.6, 39.4,-116.4,85,2.0, 45.6,-91.3
1576524601.jpg,2019-12-16 19:30:00,77,0.8, 35.9,-110.9,76,2.0, 37.8,-92.5
1576526401.jpg,2019-12-16 20:00:00,82,1.4, 48.7,-96.9,77,2.0, 36.7,-92.8
1576528201.jpg,2019-12-16 20:30:00,72,1.4, 49.5,-98.8,72,1.8, 37.6,-94.2
1576530001.jpg,2019-12-16 21:00:00,68,1.2, 49.6,-102.0,63,1.5, 25.8,-98.9
1576584001.jpg,2019-12-17 12:00:00,162,3.3, 66.5,-85.0,156,4.2, 55.1,-80.1
1576585801.jpg,2019-12-17 12:30:00,165,2.5, 56.4,-91.0,171,1.8, 33.2,-100.4
1576587601.jpg,2019-12-17 13:00:00,110,2.2, 45.6,-93.7,117,2.4, 39.2,-91.8
1576589401.jpg,2019-12-17 13:30:00,119,2.8, 59.8,-89.0,121,3.0, 48.5,-86.6
1576591201.jpg,2019-12-17 14:00:00,77,2.0, 35.5,-95.4,78,2.2, 30.2,-94.2
1576593001.jpg,2019-12-17 14:30:00,73,1.9, 32.2,-96.8,71,2.0, 24.2,-95.3
1576594801.jpg,2019-12-17 15:00:00,140,3.8, 63.9,-82.8,140,4.0, 48.6,-81.1
1576596601.jpg,2019-12-17 15:30:00,88,2.5, 38.3,-92.3,88,2.5, 29.9,-91.4
1576598401.jpg,2019-12-17 16:00:00,95,2.3, 52.7,-93.8,84,2.3, 33.3,-93.5
1576600201.jpg,2019-12-17 16:30:00,90,1.9, 42.5,-96.4,91,2.0, 36.4,-93.7
1576602001.jpg,2019-12-17 17:00:00,102,1.9, 49.9,-94.4,101,2.0, 40.8,-92.1
1576603801.jpg,2019-12-17 17:30:00,83,1.5, 44.4,-99.0,86,1.7, 39.0,-95.0
1576605601.jpg,2019-12-17 18:00:00,94,1.4, 49.7,-99.4,92,1.7, 40.9,-94.1
1576607401.jpg,2019-12-17 18:30:00,136,2.0, 65.9,-92.7,132,2.4, 53.1,-87.9
1576609201.jpg,2019-12-17 19:00:00,71,1.0, 36.0,-108.0,67,1.3, 28.4,-100.4
1576611001.jpg,2019-12-17 19:30:00,82,1.1, 43.8,-103.4,81,1.5, 35.5,-97.0
1576612801.jpg,2019-12-17 20:00:00,103,1.4, 50.3,-99.6,105,1.8, 42.6,-94.2
1576614601.jpg,2019-12-17 20:30:00,69,1.1, 32.8,-106.4,80,1.5, 32.8,-97.4
1576616401.jpg,2019-12-17 21:00:00,63,1.0, 30.5,-107.2,65,1.3, 26.8,-101.8
1576670401.jpg,2019-12-18 12:00:00,159,1.6, 71.7,-95.2,170,2.3, 60.9,-90.8
1576672201.jpg,2019-12-18 12:30:00,141,1.5, 68.1,-98.8,132,2.1, 58.8,-92.1
1576674001.jpg,2019-12-18 13:00:00,112,1.6, 61.0,-97.6,111,2.2, 54.1,-90.2
1576675801.jpg,2019-12-18 13:30:00,134,1.8, 60.7,-95.7,130,2.7, 51.7,-87.1
1576677601.jpg,2019-12-18 14:00:00,116,1.3, 58.3,-101.8,109,1.8, 48.5,-95.5
1576679401.jpg,2019-12-18 14:30:00,94,1.2, 46.3,-104.7,94,1.7, 42.7,-96.7
1576681201.jpg,2019-12-18 15:00:00,93,1.4, 44.4,-102.7,95,2.1, 39.9,-92.6
1576683001.jpg,2019-12-18 15:30:00,88,1.5, 41.6,-100.0,92,2.0, 42.2,-93.2
1576684801.jpg,2019-12-18 16:00:00,117,2.3, 56.2,-90.0,108,2.8, 46.2,-87.0
1576686601.jpg,2019-12-18 16:30:00,120,2.2, 57.7,-90.1,119,2.7, 55.0,-87.6
1576688401.jpg,2019-12-18 17:00:00,70,1.3, 37.0,-100.8,73,1.8, 33.7,-95.4
1576690201.jpg,2019-12-18 17:30:00,78,1.6, 44.8,-97.4,78,2.1, 34.4,-92.5
1576692001.jpg,2019-12-18 18:00:00,105,1.9, 67.5,-91.8,104,2.0, 63.1,-93.0
1576693801.jpg,2019-12-18 18:30:00,105,2.1, 74.7,-90.6,107,1.9, 80.0,-93.6
1576695601.jpg,2019-12-18 19:00:00,95,1.6, 69.8,-94.6,98,1.8, 63.3,-93.1
1576697401.jpg,2019-12-18 19:30:00,92,1.8, 64.9,-94.4,95,1.7, 73.4,-95.0
1576699201.jpg,2019-12-18 20:00:00,78,1.5, 41.8,-98.3,82,1.8, 45.4,-95.3
1576701001.jpg,2019-12-18 20:30:00,63,1.2, 35.5,-101.1,59,1.5, 24.6,-99.1
1576702801.jpg,2019-12-18 21:00:00,84,1.6, 40.1,-96.6,91,2.2, 33.9,-91.8
1576756801.jpg,2019-12-19 12:00:00,165,2.6, 59.0,-88.2,165,3.9, 56.9,-81.5
1576758601.jpg,2019-12-19 12:30:00,141,2.8, 67.1,-85.7,139,3.7, 63.3,-80.6
1576760401.jpg,2019-12-19 13:00:00,109,2.3, 59.3,-90.0,110,3.3, 63.0,-83.4
1576762201.jpg,2019-12-19 13:30:00,124,2.6, 61.7,-87.6,124,3.9, 70.8,-81.0
1576764001.jpg,2019-12-19 14:00:00,111,2.1, 51.5,-92.3,111,3.2, 61.3,-84.7
1576765801.jpg,2019-12-19 14:30:00,98,1.8, 46.4,-95.6,102,2.7, 52.5,-87.4
1576767601.jpg,2019-12-19 15:00:00,104,1.9, 47.6,-94.4,100,2.8, 56.6,-87.6
1576769401.jpg,2019-12-19 15:30:00,104,1.9, 49.5,-93.9,96,2.6, 51.3,-89.1
1576771201.jpg,2019-12-19 16:00:00,113,2.0, 52.5,-92.5,110,2.9, 68.8,-87.0
1576773001.jpg,2019-12-19 16:30:00,115,2.2, 57.6,-91.0,115,2.8, 79.7,-86.7
1576774801.jpg,2019-12-19 17:00:00,111,2.1, 59.4,-91.7,115,2.6, 81.8,-89.4
1576776601.jpg,2019-12-19 17:30:00,103,1.9, 59.5,-93.8,110,2.3, 81.8,-91.4
1576778401.jpg,2019-12-19 18:00:00,105,1.9, 65.6,-93.2,117,2.1, 90.6,-93.0
1576780201.jpg,2019-12-19 18:30:00,91,1.7, 60.0,-97.0,104,2.0, 84.2,-94.2
1576782001.jpg,2019-12-19 19:00:00,104,1.8, 74.0,-94.2,112,1.8, 84.1,-94.8
1576783801.jpg,2019-12-19 19:30:00,84,1.4, 61.8,-98.8,93,1.7, 73.5,-95.0
1576785601.jpg,2019-12-19 20:00:00,106,1.8, 76.2,-92.5,104,2.0, 63.3,-91.2
1576787401.jpg,2019-12-19 20:30:00,74,1.1, 57.1,-102.5,74,1.5, 51.0,-96.0
1576789201.jpg,2019-12-19 21:00:00,72,1.1, 47.0,-103.0,62,1.3, 29.1,-100.3
1576843201.jpg,2019-12-20 12:00:00,172,1.9, 56.8,-94.2,172,3.5, 48.4,-84.0
1576845001.jpg,2019-12-20 12:30:00,129,1.6, 50.8,-95.3,124,2.7, 40.1,-87.6
1576846801.jpg,2019-12-20 13:00:00,109,1.4, 46.3,-99.1,109,2.3, 35.4,-90.0
1576848601.jpg,2019-12-20 13:30:00,127,1.5, 52.4,-97.5,127,2.7, 41.1,-87.2
1576850401.jpg,2019-12-20 14:00:00,93,1.1, 36.3,-106.0,96,2.0, 30.6,-94.0
1576852201.jpg,2019-12-20 14:30:00,112,1.1, 48.2,-104.2,113,2.3, 38.8,-91.0
1576854001.jpg,2019-12-20 15:00:00,88,0.9, 37.2,-110.0,86,1.7, 28.5,-97.4
1576855801.jpg,2019-12-20 15:30:00,95,1.0, 39.4,-107.7,93,1.9, 31.7,-95.2
1576857601.jpg,2019-12-20 16:00:00,94,1.0, 35.3,-107.9,93,1.9, 29.3,-95.1
1576859401.jpg,2019-12-20 16:30:00,84,0.9, 32.5,-110.3,87,1.7, 27.6,-96.2
1576861201.jpg,2019-12-20 17:00:00,100,1.0, 40.0,-106.1,101,2.0, 32.3,-93.0
1576863001.jpg,2019-12-20 17:30:00,80,0.9, 30.3,-111.2,81,1.6, 25.2,-98.4
1576864801.jpg,2019-12-20 18:00:00,86,0.9, 34.7,-109.7,84,1.6, 26.8,-98.1
1576866601.jpg,2019-12-20 18:30:00,78,0.8, 39.4,-111.5,73,1.3, 25.6,-102.2
1576868401.jpg,2019-12-20 19:00:00,97,1.0, 52.6,-106.2,88,1.6, 31.1,-99.1
1576870201.jpg,2019-12-20 19:30:00,100,1.2, 68.2,-102.0,95,1.4, 66.3,-100.4
1576872001.jpg,2019-12-20 20:00:00,101,1.2, 71.3,-100.4,97,1.5, 62.3,-96.9
1576873801.jpg,2019-12-20 20:30:00,73,0.8, 57.2,-108.3,74,1.2, 50.0,-100.9
1576875601.jpg,2019-12-20 21:00:00,73,0.8, 51.8,-107.8,65,1.1, 34.4,-103.4
1577016001.jpg,2019-12-22 12:00:00,179,1.3, 51.3,-103.4,170,2.4, 54.3,-90.4
1577017801.jpg,2019-12-22 12:30:00,143,1.3, 64.1,-101.3,143,2.4, 60.8,-89.5
1577019601.jpg,2019-12-22 13:00:00,104,1.1, 47.6,-105.0,107,2.0, 53.0,-92.9
1577021401.jpg,2019-12-22 13:30:00,125,1.2, 46.7,-103.0,128,2.3, 56.6,-91.1
1577023201.jpg,2019-12-22 14:00:00,87,0.8, 24.5,-114.1,96,1.6, 36.7,-99.2
1577025001.jpg,2019-12-22 14:30:00,97,0.8, 33.6,-112.4,95,1.4, 33.2,-100.6
1577026801.jpg,2019-12-22 15:00:00,115,1.0, 43.5,-106.4,108,1.8, 50.9,-95.8
1577028601.jpg,2019-12-22 15:30:00,101,0.9, 33.6,-110.9,106,1.7, 46.6,-97.2
1577030401.jpg,2019-12-22 16:00:00,94,0.8, 44.7,-110.8,93,1.4, 39.3,-99.9
1577032201.jpg,2019-12-22 16:30:00,99,0.8, 43.7,-110.6,103,1.6, 40.1,-97.9
1577034001.jpg,2019-12-22 17:00:00,104,1.2, 38.4,-104.8,105,1.8, 37.9,-96.1
1577035801.jpg,2019-12-22 17:30:00,111,1.4, 43.2,-101.7,111,1.9, 51.4,-95.0
1577037601.jpg,2019-12-22 18:00:00,107,1.4, 46.3,-101.0,116,2.0, 61.2,-94.0
1577039401.jpg,2019-12-22 18:30:00,101,1.4, 58.3,-99.4,102,1.6, 66.1,-96.5
1577041201.jpg,2019-12-22 19:00:00,95,1.3, 51.8,-102.0,108,1.7, 69.8,-95.3
1577043001.jpg,2019-12-22 19:30:00,71,0.9, 36.5,-109.4,72,1.2, 34.9,-101.6
1577044801.jpg,2019-12-22 20:00:00,80,0.9, 39.9,-107.9,79,1.4, 33.7,-99.5
1577046601.jpg,2019-12-22 20:30:00,68,0.8, 35.6,-112.1,69,1.1, 32.0,-103.7
1577048401.jpg,2019-12-22 21:00:00,75,0.8, 40.5,-112.5,77,1.2, 34.2,-103.4
1577102401.jpg,2019-12-23 12:00:00,169,1.3, 57.1,-102.2,176,2.8, 54.2,-87.4
1577104201.jpg,2019-12-23 12:30:00,139,1.4, 64.6,-99.8,139,2.7, 58.6,-87.0
1577106001.jpg,2019-12-23 13:00:00,108,1.2, 54.2,-103.3,104,2.1, 51.6,-92.2
1577107801.jpg,2019-12-23 13:30:00,124,1.4, 55.3,-100.6,123,2.6, 62.3,-89.5
1577109601.jpg,2019-12-23 14:00:00,106,1.2, 45.8,-104.1,103,2.2, 56.8,-93.6
1577111401.jpg,2019-12-23 14:30:00,121,1.3, 49.2,-101.9,118,2.5, 66.4,-90.9
1577113201.jpg,2019-12-23 15:00:00,108,1.3, 43.6,-103.1,107,2.3, 62.0,-92.3
1577115001.jpg,2019-12-23 15:30:00,114,1.6, 47.9,-99.3,117,2.5, 71.4,-91.1
1577116801.jpg,2019-12-23 16:00:00,111,1.6, 47.6,-99.2,110,2.3, 69.0,-92.3
1577118601.jpg,2019-12-23 16:30:00,109,1.5, 49.2,-99.4,114,2.2, 74.2,-93.3
1577120401.jpg,2019-12-23 17:00:00,106,1.5, 50.4,-99.7,112,2.0, 75.8,-95.3
1577122201.jpg,2019-12-23 17:30:00,100,1.4, 50.8,-100.8,110,1.8, 77.1,-97.3
1577124001.jpg,2019-12-23 18:00:00,102,1.5, 54.5,-99.7,111,1.7, 77.1,-97.7
1577125801.jpg,2019-12-23 18:30:00,97,1.4, 53.7,-100.5,101,1.6, 72.1,-97.9
1577127601.jpg,2019-12-23 19:00:00,98,1.5, 60.5,-99.1,112,1.6, 80.6,-96.4
1577129401.jpg,2019-12-23 19:30:00,77,1.1, 51.1,-104.8,85,1.3, 66.1,-99.1
1577131201.jpg,2019-12-23 20:00:00,100,1.4, 68.9,-98.9,103,1.6, 67.9,-95.2
1577133001.jpg,2019-12-23 20:30:00,72,0.9, 53.6,-107.4,74,1.2, 54.4,-99.4
1577134801.jpg,2019-12-23 21:00:00,66,0.8, 42.6,-110.9,64,1.1, 36.5,-104.0
1577188801.jpg,2019-12-24 12:00:00,178,1.6, 50.0,-98.0,178,2.7, 50.7,-89.0
1577190601.jpg,2019-12-24 12:30:00,141,1.9, 62.1,-93.9,139,2.8, 60.5,-87.2
1577192401.jpg,2019-12-24 13:00:00,112,1.6, 60.2,-95.8,111,2.6, 61.4,-88.9
1577194201.jpg,2019-12-24 13:30:00,122,1.7, 58.8,-94.9,122,2.8, 70.1,-87.9
1577196001.jpg,2019-12-24 14:00:00,110,1.5, 51.7,-98.4,109,2.5, 65.8,-90.4
1577197801.jpg,2019-12-24 14:30:00,123,1.5, 55.0,-97.6,122,2.6, 73.4,-89.6
1577199601.jpg,2019-12-24 15:00:00,114,1.4, 49.6,-100.1,111,2.3, 67.1,-92.6
1577201401.jpg,2019-12-24 15:30:00,117,1.3, 50.7,-100.3,115,2.1, 69.5,-93.7
1577203201.jpg,2019-12-24 16:00:00,114,1.3, 50.7,-100.5,114,2.0, 70.0,-94.9
1577205001.jpg,2019-12-24 16:30:00,111,1.3, 51.2,-99.9,114,1.9, 72.9,-95.3
1577206801.jpg,2019-12-24 17:00:00,112,1.4, 54.7,-99.0,115,1.8, 76.4,-95.5
1577208601.jpg,2019-12-24 17:30:00,104,1.3, 54.1,-101.7,110,1.7, 76.1,-97.0
1577210401.jpg,2019-12-24 18:00:00,107,1.3, 60.7,-101.0,112,1.6, 80.3,-98.3
1577212201.jpg,2019-12-24 18:30:00,95,1.2, 57.5,-103.8,99,1.4, 74.6,-101.1
1577214001.jpg,2019-12-24 19:00:00,102,1.3, 67.9,-101.6,114,1.4, 84.2,-100.4
1577215801.jpg,2019-12-24 19:30:00,85,1.0, 60.4,-106.0,92,1.3, 70.7,-101.1
1577217601.jpg,2019-12-24 20:00:00,101,1.2, 71.0,-101.0,105,1.5, 69.5,-97.1
1577219401.jpg,2019-12-24 20:30:00,72,0.9, 52.2,-108.8,74,1.2, 55.3,-101.3
1577221201.jpg,2019-12-24 21:00:00,69,0.8, 42.9,-111.0,66,1.1, 37.7,-103.7
1577275201.jpg,2019-12-25 12:00:00,174,1.5, 49.1,-99.2,169,2.5, 52.3,-90.1
1577277001.jpg,2019-12-25 12:30:00,146,1.4, 55.8,-99.3,144,2.2, 54.0,-91.4
1577278801.jpg,2019-12-25 13:00:00,81,0.9, 30.3,-108.4,90,1.5, 44.3,-97.0
1577280601.jpg,2019-12-25 13:30:00,124,1.5, 38.3,-98.9,120,2.2, 46.5,-91.0
1577282401.jpg,2019-12-25 14:00:00,88,1.0, 28.9,-106.9,90,1.6, 31.5,-97.5
1577284201.jpg,2019-12-25 14:30:00,77,0.9, 30.7,-107.9,80,1.5, 29.0,-99.2
1577286001.jpg,2019-12-25 15:00:00,118,1.4, 47.3,-99.0,115,2.1, 46.1,-91.7
1577287801.jpg,2019-12-25 15:30:00,70,0.9, 25.4,-109.5,75,1.4, 29.7,-100.5
1577289601.jpg,2019-12-25 16:00:00,97,1.2, 33.9,-102.6,99,1.8, 34.6,-94.8
1577291401.jpg,2019-12-25 16:30:00,86,1.0, 40.0,-106.6,85,1.4, 37.6,-100.3
1577293201.jpg,2019-12-25 17:00:00,87,1.0, 33.2,-106.0,96,1.6, 35.0,-96.8
1577295001.jpg,2019-12-25 17:30:00,91,1.2, 34.0,-103.2,93,1.5, 40.7,-98.8
1577296801.jpg,2019-12-25 18:00:00,114,1.5, 49.9,-97.9,116,1.8, 59.2,-94.4
1577298601.jpg,2019-12-25 18:30:00,111,1.5, 51.7,-99.7,110,1.7, 58.8,-95.3
1577300401.jpg,2019-12-25 19:00:00,125,1.7, 68.6,-96.2,126,1.7, 78.4,-95.3
1577302201.jpg,2019-12-25 19:30:00,91,1.1, 52.4,-103.9,96,1.4, 60.6,-99.2
1577304001.jpg,2019-12-25 20:00:00,98,1.1, 61.4,-101.9,103,1.5, 62.7,-95.8
1577305801.jpg,2019-12-25 20:30:00,70,0.8, 33.6,-109.5,71,1.2, 35.9,-102.8
1577307601.jpg,2019-12-25 21:00:00,71,0.8, 28.2,-111.9,66,1.1, 24.2,-105.5
1577361601.jpg,2019-12-26 12:00:00,178,0.9, 52.0,-108.3,165,1.7, 56.6,-96.8
1577363401.jpg,2019-12-26 12:30:00,143,0.9, 52.1,-107.5,145,1.7, 50.5,-95.5
1577365201.jpg,2019-12-26 13:00:00,97,0.7, 40.8,-113.1,97,1.3, 41.7,-101.0
1577367001.jpg,2019-12-26 13:30:00,142,1.0, 55.6,-105.1,132,1.7, 52.1,-94.9
1577368801.jpg,2019-12-26 14:00:00,85,0.6, 39.5,-114.4,87,1.2, 34.3,-102.6
1577370601.jpg,2019-12-26 14:30:00,124,0.9, 44.9,-106.9,116,1.6, 48.6,-96.5
1577372401.jpg,2019-12-26 15:00:00,96,0.8, 31.7,-112.8,101,1.6, 47.6,-98.3
1577374201.jpg,2019-12-26 15:30:00,124,0.9, 47.2,-106.3,117,1.6, 56.7,-97.9
1577376001.jpg,2019-12-26 16:00:00,114,0.9, 44.4,-107.4,117,1.5, 61.4,-98.4
1577377801.jpg,2019-12-26 16:30:00,95,0.7, 41.8,-111.3,87,1.2, 40.6,-103.2
1577379601.jpg,2019-12-26 17:00:00,95,0.7, 39.8,-112.4,95,1.3, 37.6,-101.5
1577381401.jpg,2019-12-26 17:30:00,93,0.7, 42.0,-111.8,88,1.1, 41.0,-103.1
1577383201.jpg,2019-12-26 18:00:00,95,0.7, 35.6,-113.7,102,1.4, 40.2,-99.9
1577385001.jpg,2019-12-26 18:30:00,86,0.7, 41.1,-114.2,85,1.1, 44.4,-103.5
1577386801.jpg,2019-12-26 19:00:00,69,0.5, 29.3,-119.9,79,1.0, 40.3,-105.2
1577388601.jpg,2019-12-26 19:30:00,104,0.8, 58.1,-109.0,98,1.2, 56.4,-101.7
1577390401.jpg,2019-12-26 20:00:00,72,0.6, 34.1,-117.9,82,1.0, 43.8,-106.4
1577392201.jpg,2019-12-26 20:30:00,66,0.5, 30.1,-120.4,65,0.9, 33.2,-110.8
1577394001.jpg,2019-12-26 21:00:00,61,0.5, 27.9,-120.6,60,0.8, 22.7,-113.2
1577448001.jpg,2019-12-27 12:00:00,182,1.0, 43.2,-109.2,168,1.6, 44.3,-97.9
1577449801.jpg,2019-12-27 12:30:00,110,0.7, 37.6,-114.6,110,1.2, 36.4,-104.5
1577451601.jpg,2019-12-27 13:00:00,127,0.8, 35.2,-113.3,125,1.4, 33.1,-102.0
1577453401.jpg,2019-12-27 13:30:00,121,0.8, 33.4,-113.7,123,1.4, 31.7,-102.0
1577455201.jpg,2019-12-27 14:00:00,109,0.7, 38.6,-114.4,100,1.1, 24.4,-106.5
1577457001.jpg,2019-12-27 14:30:00,109,0.7, 43.0,-113.9,109,1.2, 29.7,-104.3
1577458801.jpg,2019-12-27 15:00:00,86,0.6, 36.6,-118.2,81,0.9, 20.7,-110.8
1577460601.jpg,2019-12-27 15:30:00,103,0.7, 53.1,-113.0,101,1.1, 33.8,-104.5
1577462401.jpg,2019-12-27 16:00:00,82,0.6, 41.8,-117.7,78,0.9, 25.6,-110.2
1577464201.jpg,2019-12-27 16:30:00,111,0.8, 35.5,-113.4,114,1.3, 28.1,-103.3
1577466001.jpg,2019-12-27 17:00:00,79,0.5, 23.6,-121.4,83,0.9, 20.3,-110.6
1577467801.jpg,2019-12-27 17:30:00,99,0.7, 34.7,-115.3,100,1.1, 26.3,-106.8
1577469601.jpg,2019-12-27 18:00:00,84,0.6, 24.8,-120.6,88,1.0, 23.2,-109.8
1577471401.jpg,2019-12-27 18:30:00,71,0.5, 18.2,-124.8,69,0.8, 18.4,-114.9
1577473201.jpg,2019-12-27 19:00:00,85,0.6, 24.9,-121.6,88,1.0, 21.4,-110.7
1577475001.jpg,2019-12-27 19:30:00,68,0.5, 18.5,-125.9,66,0.7, 16.7,-116.4
1577476801.jpg,2019-12-27 20:00:00,71,0.5, 18.9,-124.7,71,0.8, 16.4,-114.9
1577478601.jpg,2019-12-27 20:30:00,70,0.5, 22.2,-124.4,68,0.8, 16.9,-114.8
1577480401.jpg,2019-12-27 21:00:00,60,0.4, 20.1,-127.3,61,0.7, 13.8,-118.2
1577534401.jpg,2019-12-28 12:00:00,197,0.7, 40.4,-114.2,183,1.2, 48.4,-102.4
1577536201.jpg,2019-12-28 12:30:00,144,0.7, 50.3,-111.8,140,1.1, 53.6,-102.5
1577538001.jpg,2019-12-28 13:00:00,88,0.5, 52.0,-116.4,73,0.7, 34.6,-114.0
1577539801.jpg,2019-12-28 13:30:00,126,0.7, 53.4,-110.4,123,1.2, 61.9,-101.7
1577541601.jpg,2019-12-28 14:00:00,101,0.6, 32.9,-118.5,105,1.1, 48.0,-106.7
1577543401.jpg,2019-12-28 14:30:00,121,0.7, 46.0,-112.7,118,1.2, 61.0,-102.9
1577545201.jpg,2019-12-28 15:00:00,109,0.6, 41.5,-115.0,105,1.1, 56.0,-105.4
1577547001.jpg,2019-12-28 15:30:00,115,0.7, 45.1,-113.4,115,1.2, 64.6,-104.0
1577548801.jpg,2019-12-28 16:00:00,109,0.7, 44.6,-114.0,109,1.1, 63.3,-104.5
1577550601.jpg,2019-12-28 16:30:00,110,0.7, 47.3,-113.1,115,1.1, 71.1,-103.9
1577552401.jpg,2019-12-28 17:00:00,105,0.7, 46.6,-114.5,110,1.0, 70.2,-106.1
1577554201.jpg,2019-12-28 17:30:00,100,0.7, 50.6,-113.5,108,1.0, 73.3,-106.9
1577556001.jpg,2019-12-28 18:00:00,103,0.8, 54.2,-109.0,112,1.0, 78.8,-107.0
1577557801.jpg,2019-12-28 18:30:00,92,0.8, 51.3,-108.4,102,0.9, 74.3,-108.7
1577559601.jpg,2019-12-28 19:00:00,99,1.0, 61.2,-105.2,114,0.8, 83.9,-109.7
1577561401.jpg,2019-12-28 19:30:00,79,0.7, 54.2,-111.0,87,0.7, 65.4,-111.0
1577563201.jpg,2019-12-28 20:00:00,106,0.9, 70.0,-105.8,111,0.8, 75.7,-107.9
1577565001.jpg,2019-12-28 20:30:00,75,0.6, 57.6,-113.1,82,0.7, 59.8,-110.9
1577566801.jpg,2019-12-28 21:00:00,69,0.6, 44.9,-116.2,69,0.7, 39.6,-112.7
1577620801.jpg,2019-12-29 12:00:00,175,1.2, 50.0,-103.5,175,2.0, 52.4,-93.7
1577622601.jpg,2019-12-29 12:30:00,144,1.3, 58.6,-100.3,147,2.1, 56.9,-91.9
1577624401.jpg,2019-12-29 13:00:00,93,0.9, 45.0,-107.8,91,1.4, 46.5,-99.6
1577626201.jpg,2019-12-29 13:30:00,123,1.1, 54.9,-103.7,122,1.8, 53.1,-95.2
1577628001.jpg,2019-12-29 14:00:00,102,1.0, 41.4,-108.1,101,1.5, 45.0,-98.6
1577629801.jpg,2019-12-29 14:30:00,125,1.2, 46.7,-103.0,123,2.0, 56.4,-93.7
1577631601.jpg,2019-12-29 15:00:00,116,1.2, 42.1,-104.1,113,1.9, 55.5,-94.5
1577633401.jpg,2019-12-29 15:30:00,115,1.2, 43.8,-103.1,113,1.9, 59.5,-94.9
1577635201.jpg,2019-12-29 16:00:00,117,1.3, 47.0,-100.3,116,1.9, 65.4,-93.6
1577637001.jpg,2019-12-29 16:30:00,115,1.4, 50.7,-98.8,117,1.9, 70.9,-94.3
1577638801.jpg,2019-12-29 17:00:00,110,1.4, 51.4,-98.8,113,1.8, 72.3,-96.1
1577640601.jpg,2019-12-29 17:30:00,97,1.1, 49.3,-102.0,104,1.5, 67.3,-98.7
1577642401.jpg,2019-12-29 18:00:00,116,1.4, 64.1,-97.9,116,1.5, 78.5,-98.7
