filname, time (UTC),avg0,s0,c0,blur0,avg1,s1,c1,blur1
1597789801.jpg,2020-08-18 22:30:00,77,1.1, 51.8,-105.2,73,1.2, 33.1,-104.2
1597829401.jpg,2020-08-19 09:30:00,167,1.0, 58.5,-107.3,179,1.0, 54.7,-107.5
1597831201.jpg,2020-08-19 10:00:00,146,0.8, 73.7,-108.8,149,0.8, 69.5,-108.6
1597833001.jpg,2020-08-19 10:30:00,133,1.2, 56.3,-103.5,132,1.1, 63.7,-104.0
1597834801.jpg,2020-08-19 11:00:00,106,1.0, 39.8,-109.5,126,2.0, 55.5,-93.3
1597836601.jpg,2020-08-19 11:30:00,121,1.0, 39.9,-108.6,121,2.1, 49.1,-92.0
1597838401.jpg,2020-08-19 12:00:00,106,0.9, 32.1,-111.9,117,2.2, 40.6,-91.0
1597840201.jpg,2020-08-19 12:30:00,117,1.0, 34.5,-109.6,118,2.3, 39.7,-90.2
1597842001.jpg,2020-08-19 13:00:00,114,1.0, 32.6,-108.6,115,2.3, 36.6,-91.1
1597843801.jpg,2020-08-19 13:30:00,121,1.2, 34.6,-105.8,122,2.3, 37.9,-91.2
1597845601.jpg,2020-08-19 14:00:00,118,1.3, 32.5,-104.4,119,2.3, 35.8,-91.3
1597847401.jpg,2020-08-19 14:30:00,121,1.5, 33.3,-101.0,122,2.3, 35.8,-91.0
1597849201.jpg,2020-08-19 15:00:00,116,1.6, 31.9,-99.7,111,2.0, 32.1,-93.9
1597851001.jpg,2020-08-19 15:30:00,116,1.8, 32.8,-97.9,115,2.0, 32.8,-94.4
1597852801.jpg,2020-08-19 16:00:00,116,1.8, 33.5,-97.4,114,2.0, 32.1,-95.2
1597854601.jpg,2020-08-19 16:30:00,96,1.4, 29.7,-102.6,102,1.6, 27.4,-99.5
1597856401.jpg,2020-08-19 17:00:00,103,1.4, 34.7,-102.1,94,1.3, 25.5,-102.7
1597858201.jpg,2020-08-19 17:30:00,103,1.4, 37.4,-101.7,105,1.5, 30.3,-100.1
1597860001.jpg,2020-08-19 18:00:00,93,1.2, 38.4,-104.7,80,1.1, 24.2,-105.8
1597861801.jpg,2020-08-19 18:30:00,89,1.3, 29.4,-104.3,91,1.3, 23.7,-102.9
1597863601.jpg,2020-08-19 19:00:00,77,1.1, 26.0,-108.2,84,1.1, 32.6,-105.9
1597865401.jpg,2020-08-19 19:30:00,71,1.0, 26.9,-108.0,71,1.0, 26.0,-107.1
1597867201.jpg,2020-08-19 20:00:00,83,1.0, 32.6,-107.1,82,1.1, 27.9,-105.8
1597869001.jpg,2020-08-19 20:30:00,97,0.8, 70.6,-108.9,83,0.7, 41.4,-114.2
1597870801.jpg,2020-08-19 21:00:00,118,0.8, 56.9,-109.4,123,0.9, 43.6,-109.2
1597872601.jpg,2020-08-19 21:30:00,103,0.7, 59.7,-112.0,89,0.6, 33.7,-116.8
1597874401.jpg,2020-08-19 22:00:00,98,0.7, 58.6,-111.0,85,0.6, 29.3,-117.7
1597876201.jpg,2020-08-19 22:30:00,76,0.6, 57.3,-114.6,75,0.6, 33.0,-117.9
1597915801.jpg,2020-08-20 09:30:00,155,0.9, 53.9,-108.8,180,0.9, 52.2,-108.7
1597917601.jpg,2020-08-20 10:00:00,167,1.0, 54.8,-106.8,163,1.0, 57.2,-106.0
1597919401.jpg,2020-08-20 10:30:00,134,1.1, 55.5,-105.9,132,1.0, 58.4,-105.1
1597924801.jpg,2020-08-20 12:00:00,104,0.8, 34.4,-114.4,110,1.0, 39.4,-108.9
1597926601.jpg,2020-08-20 12:30:00,116,0.9, 37.3,-112.9,122,1.0, 40.1,-107.7
1597928401.jpg,2020-08-20 13:00:00,115,0.8, 36.1,-113.7,116,1.0, 36.3,-109.7
1597930201.jpg,2020-08-20 13:30:00,121,0.9, 37.7,-113.2,118,1.0, 36.6,-109.6
1597932001.jpg,2020-08-20 14:00:00,120,0.9, 37.6,-113.3,122,1.1, 37.7,-107.9
1597935601.jpg,2020-08-20 15:00:00,118,1.4, 35.5,-102.3,118,2.0, 37.8,-93.3
1597937401.jpg,2020-08-20 15:30:00,118,1.8, 36.4,-97.1,118,2.1, 37.5,-93.6
1597939201.jpg,2020-08-20 16:00:00,118,1.9, 36.6,-95.8,110,1.9, 33.9,-95.3
1597942801.jpg,2020-08-20 17:00:00,118,2.1, 39.2,-94.2,107,1.9, 30.5,-96.5
1597944601.jpg,2020-08-20 17:30:00,117,2.1, 38.8,-94.4,110,1.9, 28.9,-96.3
1597946401.jpg,2020-08-20 18:00:00,116,2.2, 41.2,-92.9,103,1.8, 27.9,-97.2
1597948201.jpg,2020-08-20 18:30:00,109,2.1, 40.8,-92.9,101,1.8, 27.1,-96.5
1597950001.jpg,2020-08-20 19:00:00,110,2.2, 43.5,-92.5,108,2.0, 29.6,-94.1
1597951801.jpg,2020-08-20 19:30:00,102,2.1, 42.4,-93.7,102,1.9, 28.2,-94.5
1597953601.jpg,2020-08-20 20:00:00,103,2.0, 45.6,-93.4,115,2.2, 32.7,-91.7
1597955401.jpg,2020-08-20 20:30:00,93,1.8, 45.0,-95.3,103,2.1, 31.2,-93.0
1597957201.jpg,2020-08-20 21:00:00,100,2.0, 54.3,-93.2,103,2.2, 35.2,-91.3
1597959001.jpg,2020-08-20 21:30:00,90,1.7, 52.5,-96.2,86,1.8, 32.5,-95.1
1597960801.jpg,2020-08-20 22:00:00,98,1.7, 60.7,-95.6,90,1.7, 40.7,-95.3
1597962601.jpg,2020-08-20 22:30:00,80,1.2, 55.9,-101.2,74,1.3, 39.7,-101.4
1598002201.jpg,2020-08-21 09:30:00,128,0.8, 56.3,-111.0,139,0.8, 67.3,-109.9
1598004001.jpg,2020-08-21 10:00:00,159,0.9, 59.8,-109.0,158,0.9, 60.1,-107.7
1598005801.jpg,2020-08-21 10:30:00,137,0.8, 60.3,-110.7,135,0.8, 66.7,-109.8
1598007601.jpg,2020-08-21 11:00:00,111,0.7, 57.8,-112.6,120,0.7, 65.4,-110.6
1598009401.jpg,2020-08-21 11:30:00,128,0.8, 52.4,-110.6,124,0.8, 56.1,-109.0
1598014801.jpg,2020-08-21 13:00:00,110,0.8, 34.5,-115.5,111,2.2, 36.4,-91.8
1598016601.jpg,2020-08-21 13:30:00,108,1.7, 32.8,-98.9,113,2.2, 36.9,-92.0
1598018401.jpg,2020-08-21 14:00:00,109,1.9, 34.1,-97.1,105,2.0, 33.8,-94.5
1598020201.jpg,2020-08-21 14:30:00,117,2.1, 37.8,-95.0,115,2.2, 37.6,-92.6
1598022001.jpg,2020-08-21 15:00:00,116,2.1, 38.0,-94.4,116,2.2, 38.0,-92.0
1598023801.jpg,2020-08-21 15:30:00,119,2.2, 39.6,-93.7,115,2.2, 37.6,-92.8
1598025601.jpg,2020-08-21 16:00:00,115,2.1, 39.7,-93.7,120,2.2, 39.7,-92.7
1598027401.jpg,2020-08-21 16:30:00,114,2.1, 39.9,-94.1,111,2.0, 36.1,-94.8
1598029201.jpg,2020-08-21 17:00:00,100,1.8, 33.9,-97.8,95,1.6, 28.1,-99.1
1598032801.jpg,2020-08-21 18:00:00,116,2.2, 44.0,-93.2,127,2.2, 40.1,-92.9
1598034601.jpg,2020-08-21 18:30:00,111,2.2, 43.6,-94.1,111,1.9, 33.6,-95.8
1598036401.jpg,2020-08-21 19:00:00,107,2.1, 43.7,-94.6,117,2.1, 35.3,-94.4
1598038201.jpg,2020-08-21 19:30:00,101,1.9, 42.4,-95.9,110,2.0, 32.9,-95.5
1598040001.jpg,2020-08-21 20:00:00,96,1.7, 42.5,-97.7,107,1.9, 31.2,-95.9
1598041801.jpg,2020-08-21 20:30:00,94,1.6, 43.9,-98.8,103,1.9, 30.8,-95.5
1598043601.jpg,2020-08-21 21:00:00,99,1.7, 51.0,-97.4,101,1.9, 32.4,-95.4
1598045401.jpg,2020-08-21 21:30:00,109,1.7, 60.3,-95.9,104,1.9, 36.6,-95.1
1598047201.jpg,2020-08-21 22:00:00,98,1.5, 59.4,-98.5,86,1.5, 35.1,-99.1
1598049001.jpg,2020-08-21 22:30:00,79,1.1, 56.1,-104.4,74,1.1, 33.8,-104.6
1598088601.jpg,2020-08-22 09:30:00,76,0.6, 46.1,-117.9,89,0.7, 66.0,-113.9
1598090401.jpg,2020-08-22 10:00:00,151,0.7, 70.2,-112.5,151,0.7, 67.2,-111.4
1598092201.jpg,2020-08-22 10:30:00,133,0.6, 72.9,-112.9,132,0.7, 71.7,-112.0
1598094001.jpg,2020-08-22 11:00:00,108,0.7, 51.3,-114.0,107,0.7, 62.8,-111.6
1598095801.jpg,2020-08-22 11:30:00,90,0.6, 47.0,-116.9,94,0.6, 58.6,-114.0
1598097601.jpg,2020-08-22 12:00:00,87,0.5, 37.2,-119.9,85,0.6, 48.2,-115.8
1598099401.jpg,2020-08-22 12:30:00,109,0.7, 33.6,-118.6,111,0.8, 45.4,-112.7
1598101201.jpg,2020-08-22 13:00:00,111,0.6, 32.1,-119.4,114,0.9, 38.7,-111.8
1598103001.jpg,2020-08-22 13:30:00,84,0.5, 30.4,-123.3,85,1.0, 31.2,-106.7
1598104801.jpg,2020-08-22 14:00:00,104,0.6, 34.5,-118.5,104,1.4, 32.9,-101.3
1598106601.jpg,2020-08-22 14:30:00,99,0.6, 30.9,-119.2,102,1.4, 29.9,-101.9
1598108401.jpg,2020-08-22 15:00:00,120,0.8, 35.4,-115.4,121,1.7, 33.7,-97.4
1598110201.jpg,2020-08-22 15:30:00,112,0.8, 33.2,-115.5,116,1.6, 31.6,-98.6
1598112001.jpg,2020-08-22 16:00:00,104,0.7, 30.5,-117.2,100,1.3, 25.5,-103.6
1598113801.jpg,2020-08-22 16:30:00,112,0.8, 33.4,-114.4,112,1.5, 28.8,-100.6
1598115601.jpg,2020-08-22 17:00:00,113,0.8, 34.9,-113.9,110,1.5, 27.3,-101.2
1598117401.jpg,2020-08-22 17:30:00,76,0.6, 26.5,-122.0,65,0.9, 17.2,-112.6
1598119201.jpg,2020-08-22 18:00:00,110,1.0, 39.4,-110.6,106,1.5, 27.0,-100.5
1598121001.jpg,2020-08-22 18:30:00,138,1.6, 50.4,-99.2,170,2.5, 43.9,-89.8
1598122801.jpg,2020-08-22 19:00:00,101,1.3, 37.6,-104.0,98,1.5, 24.1,-101.7
1598124601.jpg,2020-08-22 19:30:00,108,1.4, 43.3,-102.7,108,1.5, 27.0,-101.2
1598126401.jpg,2020-08-22 20:00:00,73,0.8, 32.2,-113.3,74,0.9, 26.3,-110.4
1598128201.jpg,2020-08-22 20:30:00,69,0.7, 40.3,-114.0,71,0.7, 34.3,-113.1
1598130001.jpg,2020-08-22 21:00:00,115,0.7, 79.9,-111.6,92,0.6, 51.5,-115.2
1598131801.jpg,2020-08-22 21:30:00,151,0.6, 76.4,-112.1,167,0.8, 54.6,-109.6
1598133601.jpg,2020-08-22 22:00:00,121,0.6, 74.3,-111.9,116,0.7, 50.6,-110.9
1598135401.jpg,2020-08-22 22:30:00,79,0.5, 61.4,-116.0,69,0.5, 36.0,-119.9
1598175001.jpg,2020-08-23 09:30:00,98,0.7, 54.0,-116.4,123,0.7, 73.3,-112.5
1598176801.jpg,2020-08-23 10:00:00,163,0.6, 66.9,-115.2,154,0.6, 73.5,-114.6
1598178601.jpg,2020-08-23 10:30:00,134,0.6, 52.9,-115.4,113,0.6, 70.2,-113.3
1598180401.jpg,2020-08-23 11:00:00,110,0.6, 40.4,-118.1,124,0.7, 67.0,-111.1
1598182201.jpg,2020-08-23 11:30:00,123,0.7, 38.7,-117.8,122,0.7, 62.9,-111.5
1598184001.jpg,2020-08-23 12:00:00,104,0.6, 30.6,-121.3,121,0.7, 56.4,-112.0
1598185801.jpg,2020-08-23 12:30:00,119,0.6, 33.2,-119.5,119,0.8, 48.5,-112.3
1598187601.jpg,2020-08-23 13:00:00,82,0.5, 31.1,-124.7,95,0.6, 48.6,-115.3
1598189401.jpg,2020-08-23 13:30:00,100,0.6, 27.4,-121.9,97,1.1, 31.2,-106.5
1598209201.jpg,2020-08-23 19:00:00,105,2.0, 42.1,-95.6,122,2.1, 35.9,-93.4
1598211001.jpg,2020-08-23 19:30:00,94,1.6, 40.0,-99.4,95,1.6, 26.8,-99.8
1598212801.jpg,2020-08-23 20:00:00,125,2.0, 54.8,-94.1,133,2.2, 37.7,-93.2
1598214601.jpg,2020-08-23 20:30:00,98,1.7, 46.9,-97.9,110,2.0, 33.9,-95.2
1598216401.jpg,2020-08-23 21:00:00,97,1.6, 47.2,-99.2,98,1.8, 32.1,-96.6
1598218201.jpg,2020-08-23 21:30:00,78,1.3, 35.5,-104.7,79,1.5, 26.1,-101.9
1598220001.jpg,2020-08-23 22:00:00,71,0.9, 25.7,-111.4,74,1.0, 27.2,-108.5
1598221801.jpg,2020-08-23 22:30:00,75,1.0, 22.8,-110.2,73,1.0, 19.3,-109.7
1598261401.jpg,2020-08-24 09:30:00,46,0.5, 14.5,-129.7,52,0.6, 19.4,-125.8
1598263201.jpg,2020-08-24 10:00:00,149,0.6, 72.0,-114.2,149,0.7, 69.3,-113.3
1598265001.jpg,2020-08-24 10:30:00,127,0.6, 73.4,-114.5,134,0.7, 72.6,-113.6
1598270401.jpg,2020-08-24 12:00:00,106,0.7, 32.4,-119.5,114,1.0, 43.4,-107.6
1598272201.jpg,2020-08-24 12:30:00,103,0.7, 30.7,-119.1,106,1.9, 38.1,-94.3
1598277601.jpg,2020-08-24 14:00:00,116,1.7, 34.6,-99.7,119,2.3, 37.4,-91.5
1598284801.jpg,2020-08-24 16:00:00,125,2.2, 41.8,-93.1,122,2.2, 38.9,-93.1
1598286601.jpg,2020-08-24 16:30:00,98,1.7, 31.9,-98.9,96,1.6, 28.2,-99.4
1598288401.jpg,2020-08-24 17:00:00,105,1.8, 34.5,-97.7,105,1.7, 30.5,-97.8
1598292001.jpg,2020-08-24 18:00:00,86,1.2, 28.1,-105.0,79,1.2, 20.8,-105.4
1598293801.jpg,2020-08-24 18:30:00,96,1.8, 35.6,-98.5,106,1.7, 30.2,-98.3
1598295601.jpg,2020-08-24 19:00:00,105,2.0, 42.0,-95.7,113,2.0, 34.5,-95.2
1598297401.jpg,2020-08-24 19:30:00,93,1.8, 38.6,-98.6,101,1.7, 29.8,-98.0
1598299201.jpg,2020-08-24 20:00:00,100,1.9, 44.7,-96.9,114,2.1, 34.8,-94.6
1598301001.jpg,2020-08-24 20:30:00,101,1.5, 48.1,-99.8,86,1.4, 24.7,-102.9
1598302801.jpg,2020-08-24 21:00:00,94,1.4, 48.3,-101.3,92,1.5, 28.1,-100.3
1598304601.jpg,2020-08-24 21:30:00,96,1.5, 47.5,-99.8,102,1.8, 34.7,-97.4
1598306401.jpg,2020-08-24 22:00:00,90,1.2, 55.6,-103.1,77,1.1, 27.1,-105.9
1598308201.jpg,2020-08-24 22:30:00,74,1.0, 53.2,-106.6,71,1.0, 34.7,-107.6
1598347801.jpg,2020-08-25 09:30:00,49,0.5, 20.1,-128.5,54,0.6, 26.8,-125.2
1598349601.jpg,2020-08-25 10:00:00,165,0.6, 66.2,-115.7,157,0.6, 67.1,-115.3
1598351401.jpg,2020-08-25 10:30:00,139,0.6, 67.4,-114.6,137,0.6, 74.8,-113.8
1598356801.jpg,2020-08-25 12:00:00,105,0.6, 31.5,-121.5,119,0.7, 48.4,-113.1
1598358601.jpg,2020-08-25 12:30:00,116,0.7, 35.4,-118.0,115,0.8, 44.3,-113.4
1598360401.jpg,2020-08-25 13:00:00,114,0.7, 33.5,-118.4,120,0.8, 42.0,-112.6
1598362201.jpg,2020-08-25 13:30:00,118,0.8, 35.0,-116.7,119,0.9, 38.0,-111.8
1598364001.jpg,2020-08-25 14:00:00,109,0.7, 32.2,-117.0,103,1.6, 30.5,-97.4
1598365801.jpg,2020-08-25 14:30:00,115,0.8, 34.5,-114.3,107,1.7, 31.7,-96.4
1598367601.jpg,2020-08-25 15:00:00,96,1.5, 27.9,-101.8,99,1.6, 28.6,-97.6
1598369401.jpg,2020-08-25 15:30:00,97,1.6, 28.6,-100.8,99,1.7, 28.1,-97.6
1598371201.jpg,2020-08-25 16:00:00,77,1.1, 26.2,-107.0,73,1.1, 22.7,-106.2
1598373001.jpg,2020-08-25 16:30:00,115,2.0, 35.9,-95.9,114,1.9, 32.5,-94.9
1598374801.jpg,2020-08-25 17:00:00,103,1.8, 33.2,-97.8,93,1.6, 25.2,-99.9
1598376601.jpg,2020-08-25 17:30:00,87,1.2, 34.7,-104.1,88,1.3, 27.6,-102.3
1598378401.jpg,2020-08-25 18:00:00,104,1.8, 36.0,-97.0,105,1.8, 28.7,-97.5
1598380201.jpg,2020-08-25 18:30:00,96,1.9, 37.4,-96.8,94,1.7, 28.6,-98.0
1598382001.jpg,2020-08-25 19:00:00,106,2.1, 42.8,-94.6,114,2.1, 35.1,-93.3
1598383801.jpg,2020-08-25 19:30:00,99,1.9, 41.3,-96.2,105,1.9, 32.1,-95.8
1598385601.jpg,2020-08-25 20:00:00,100,1.8, 44.5,-96.5,112,2.1, 34.5,-94.1
1598387401.jpg,2020-08-25 20:30:00,94,1.7, 44.5,-98.8,100,1.9, 31.1,-96.0
1598389201.jpg,2020-08-25 21:00:00,106,1.8, 54.2,-96.5,104,2.0, 34.1,-94.9
1598391001.jpg,2020-08-25 21:30:00,82,1.4, 40.1,-103.2,83,1.5, 27.9,-100.7
1598392801.jpg,2020-08-25 22:00:00,90,1.1, 56.1,-103.9,82,1.2, 30.8,-104.3
1598394601.jpg,2020-08-25 22:30:00,104,1.4, 61.3,-99.7,95,1.4, 38.2,-100.3
1598434201.jpg,2020-08-26 09:30:00,67,1.0, 36.4,-109.0,99,1.1, 60.1,-103.6
1598436001.jpg,2020-08-26 10:00:00,162,1.8, 56.3,-96.2,155,1.5, 62.2,-97.2
1598437801.jpg,2020-08-26 10:30:00,137,2.6, 58.1,-88.7,136,2.0, 54.4,-92.6
1598439601.jpg,2020-08-26 11:00:00,103,2.0, 41.5,-95.2,111,1.8, 46.0,-94.1
1598441401.jpg,2020-08-26 11:30:00,123,2.3, 45.8,-91.9,123,2.1, 46.0,-91.5
1598443201.jpg,2020-08-26 12:00:00,106,1.8, 36.3,-96.8,105,1.9, 37.9,-94.6
1598445001.jpg,2020-08-26 12:30:00,117,2.0, 39.3,-95.2,112,2.1, 40.6,-93.3
1598446801.jpg,2020-08-26 13:00:00,115,1.9, 36.5,-96.0,119,2.2, 41.4,-92.3
1598448601.jpg,2020-08-26 13:30:00,121,2.0, 37.6,-94.5,120,2.2, 40.3,-91.8
1598450401.jpg,2020-08-26 14:00:00,115,1.9, 35.5,-95.5,119,2.1, 38.7,-92.1
1598452201.jpg,2020-08-26 14:30:00,104,1.6, 31.5,-98.5,99,1.7, 29.7,-97.0
1598454001.jpg,2020-08-26 15:00:00,100,1.5, 31.2,-99.5,97,1.6, 29.1,-97.6
1598455801.jpg,2020-08-26 15:30:00,98,1.5, 30.3,-99.5,99,1.6, 28.5,-97.9
1598457601.jpg,2020-08-26 16:00:00,107,1.7, 35.0,-96.6,110,1.8, 32.1,-95.4
1598459401.jpg,2020-08-26 16:30:00,109,1.9, 36.8,-94.6,115,2.0, 34.8,-93.4
1598461201.jpg,2020-08-26 17:00:00,117,2.1, 40.8,-92.8,107,1.9, 31.6,-95.0
1598463001.jpg,2020-08-26 17:30:00,113,2.0, 41.0,-92.5,107,1.9, 31.1,-94.8
1598464801.jpg,2020-08-26 18:00:00,114,2.1, 43.2,-91.4,102,1.8, 29.1,-95.1
1598466601.jpg,2020-08-26 18:30:00,107,2.1, 42.9,-91.9,99,1.8, 28.4,-94.9
1598468401.jpg,2020-08-26 19:00:00,105,2.0, 44.2,-93.5,110,2.0, 32.1,-92.8
1598470201.jpg,2020-08-26 19:30:00,98,1.8, 42.8,-95.9,103,1.9, 30.5,-94.4
1598472001.jpg,2020-08-26 20:00:00,102,1.9, 47.7,-95.8,117,2.2, 36.1,-91.6
1598473801.jpg,2020-08-26 20:30:00,93,1.6, 45.8,-98.3,104,2.0, 33.8,-93.3
1598475601.jpg,2020-08-26 21:00:00,99,1.7, 52.7,-96.5,101,2.0, 36.1,-93.5
1598477401.jpg,2020-08-26 21:30:00,88,1.4, 49.7,-99.2,81,1.6, 33.0,-98.1
1598479201.jpg,2020-08-26 22:00:00,98,1.5, 59.9,-97.6,89,1.7, 44.4,-96.2
1598481001.jpg,2020-08-26 22:30:00,91,1.3, 61.7,-99.8,96,1.5, 53.5,-97.9
1598520601.jpg,2020-08-27 09:30:00,42,0.7, 22.4,-119.5,70,0.9, 54.7,-108.4
1598522401.jpg,2020-08-27 10:00:00,177,1.9, 45.7,-95.0,175,1.8, 50.6,-95.0
1598524201.jpg,2020-08-27 10:30:00,144,2.3, 45.2,-92.1,140,1.8, 54.7,-93.6
1598526001.jpg,2020-08-27 11:00:00,78,1.2, 26.6,-105.4,78,1.1, 40.2,-103.9
1598527801.jpg,2020-08-27 11:30:00,126,1.7, 51.1,-96.2,117,1.6, 53.3,-96.2
1598529601.jpg,2020-08-27 12:00:00,111,1.6, 36.0,-98.9,115,1.8, 42.5,-94.6
1598531401.jpg,2020-08-27 12:30:00,89,1.1, 35.1,-105.8,90,1.2, 39.2,-101.3
1598533201.jpg,2020-08-27 13:00:00,93,1.2, 35.1,-103.7,101,1.5, 39.7,-97.8
1598535001.jpg,2020-08-27 13:30:00,111,1.4, 42.3,-99.0,117,1.7, 42.6,-94.6
1598536801.jpg,2020-08-27 14:00:00,89,1.2, 28.1,-103.5,97,1.5, 31.6,-98.4
1598538601.jpg,2020-08-27 14:30:00,73,1.0, 27.9,-108.3,71,1.0, 29.3,-106.5
1598540401.jpg,2020-08-27 15:00:00,76,1.0, 32.4,-106.6,78,1.1, 30.6,-103.5
1598542201.jpg,2020-08-27 15:30:00,120,1.6, 51.1,-96.4,111,1.7, 36.7,-95.7
1598544001.jpg,2020-08-27 16:00:00,85,1.1, 34.6,-105.2,94,1.3, 35.2,-100.2
1598545801.jpg,2020-08-27 16:30:00,81,1.1, 32.8,-104.8,83,1.2, 31.1,-102.4
1598547601.jpg,2020-08-27 17:00:00,120,1.4, 58.3,-98.5,122,1.6, 52.8,-95.4
1598549401.jpg,2020-08-27 17:30:00,66,0.9, 24.6,-111.3,66,0.9, 29.4,-108.9
1598551201.jpg,2020-08-27 18:00:00,82,1.0, 34.4,-106.6,80,1.2, 27.5,-103.8
1598553001.jpg,2020-08-27 18:30:00,77,0.8, 32.7,-113.7,80,0.9, 31.3,-108.8
1598554801.jpg,2020-08-27 19:00:00,81,0.5, 51.3,-119.6,76,0.5, 43.0,-119.5
1598556601.jpg,2020-08-27 19:30:00,113,0.6, 67.4,-115.7,109,0.6, 55.4,-114.9
1598558401.jpg,2020-08-27 20:00:00,106,0.6, 66.6,-116.1,106,0.6, 61.4,-115.1
1598560201.jpg,2020-08-27 20:30:00,84,0.5, 43.9,-120.9,84,0.5, 35.0,-120.6
1598562001.jpg,2020-08-27 21:00:00,78,0.4, 36.5,-125.6,83,0.5, 40.3,-121.4
1598563801.jpg,2020-08-27 21:30:00,76,0.4, 35.6,-124.9,75,0.5, 28.7,-123.6
1598565601.jpg,2020-08-27 22:00:00,108,0.5, 64.1,-116.9,101,0.6, 48.2,-117.0
1598567401.jpg,2020-08-27 22:30:00,68,0.4, 45.4,-125.5,65,0.5, 42.0,-122.5
1598608801.jpg,2020-08-28 10:00:00,167,0.6, 60.5,-115.8,154,0.7, 64.9,-113.3
1598610601.jpg,2020-08-28 10:30:00,107,0.5, 38.2,-121.1,106,0.6, 61.0,-114.5
1598612401.jpg,2020-08-28 11:00:00,93,0.5, 46.2,-121.0,105,0.6, 66.8,-115.2
1598614201.jpg,2020-08-28 11:30:00,115,0.6, 60.0,-116.3,134,0.6, 69.7,-114.0
1598626801.jpg,2020-08-28 15:00:00,119,0.9, 34.3,-112.7,118,1.3, 33.9,-104.2
1598628601.jpg,2020-08-28 15:30:00,117,0.9, 33.3,-111.7,116,1.3, 31.0,-104.1
1598630401.jpg,2020-08-28 16:00:00,92,0.7, 29.0,-115.9,87,0.9, 22.5,-110.2
1598632201.jpg,2020-08-28 16:30:00,110,1.0, 34.4,-110.0,117,1.4, 31.8,-102.8
1598634001.jpg,2020-08-28 17:00:00,116,1.1, 37.6,-107.0,107,1.3, 28.4,-103.5
1598635801.jpg,2020-08-28 17:30:00,111,1.3, 36.5,-104.5,107,1.4, 27.8,-102.4
1598637601.jpg,2020-08-28 18:00:00,117,1.8, 41.3,-97.7,106,1.5, 27.0,-102.0
1598639401.jpg,2020-08-28 18:30:00,110,1.8, 40.8,-97.5,102,1.5, 25.9,-101.9
1598641201.jpg,2020-08-28 19:00:00,110,1.8, 42.8,-97.0,110,1.7, 28.2,-99.0
1598644801.jpg,2020-08-28 20:00:00,103,1.8, 46.3,-97.0,115,2.0, 33.4,-94.2
1598646601.jpg,2020-08-28 20:30:00,93,1.5, 45.0,-99.0,101,1.8, 31.5,-96.3
1598648401.jpg,2020-08-28 21:00:00,99,1.6, 52.7,-96.8,99,1.8, 34.8,-95.5
1598650201.jpg,2020-08-28 21:30:00,86,1.3, 49.8,-100.3,77,1.4, 31.2,-100.7
1598652001.jpg,2020-08-28 22:00:00,97,1.4, 61.8,-98.2,87,1.4, 43.4,-98.9
1598653801.jpg,2020-08-28 22:30:00,74,1.0, 54.0,-105.6,73,1.0, 40.6,-105.7
1598695201.jpg,2020-08-29 10:00:00,153,0.6, 65.7,-115.1,157,0.7, 59.7,-114.3
1598697001.jpg,2020-08-29 10:30:00,154,0.6, 60.6,-115.6,148,0.7, 57.7,-114.2
1598698801.jpg,2020-08-29 11:00:00,92,0.5, 30.9,-124.8,92,0.5, 38.1,-120.1
1598700601.jpg,2020-08-29 11:30:00,135,0.6, 48.0,-116.2,137,0.7, 46.4,-114.9
1598702401.jpg,2020-08-29 12:00:00,69,0.4, 27.4,-127.4,72,0.5, 28.7,-124.7
1598704201.jpg,2020-08-29 12:30:00,70,0.4, 28.4,-127.5,71,0.5, 34.8,-122.1
1598706001.jpg,2020-08-29 13:00:00,83,0.5, 39.3,-121.6,85,0.5, 37.7,-119.9
1598707801.jpg,2020-08-29 13:30:00,101,0.5, 39.8,-121.0,106,0.6, 38.6,-118.1
1598709601.jpg,2020-08-29 14:00:00,62,0.4, 20.9,-130.3,63,0.4, 22.0,-127.2
1598711401.jpg,2020-08-29 14:30:00,114,0.6, 38.2,-119.6,108,0.7, 33.0,-120.4
1598713201.jpg,2020-08-29 15:00:00,83,0.5, 28.8,-124.8,84,0.5, 26.5,-124.1
1598715001.jpg,2020-08-29 15:30:00,101,0.5, 40.3,-119.9,101,0.6, 33.1,-120.6
1598716801.jpg,2020-08-29 16:00:00,124,0.6, 46.6,-116.6,130,0.7, 43.2,-116.2
1598718601.jpg,2020-08-29 16:30:00,114,0.6, 47.0,-117.9,120,0.7, 47.8,-115.4
1598720401.jpg,2020-08-29 17:00:00,104,0.6, 45.1,-118.8,106,0.6, 37.0,-119.0
1598722201.jpg,2020-08-29 17:30:00,79,0.5, 26.9,-125.6,78,0.5, 26.5,-124.9
1598724001.jpg,2020-08-29 18:00:00,87,0.5, 29.6,-125.4,89,0.5, 28.9,-123.6
1598725801.jpg,2020-08-29 18:30:00,111,0.6, 36.6,-120.6,112,0.6, 34.2,-120.2
1598727601.jpg,2020-08-29 19:00:00,144,0.6, 64.1,-115.2,140,0.7, 53.0,-114.6
1598729401.jpg,2020-08-29 19:30:00,114,0.6, 59.9,-116.2,113,0.6, 47.9,-116.1
1598731201.jpg,2020-08-29 20:00:00,101,0.5, 58.4,-117.8,103,0.6, 52.0,-115.9
1598733001.jpg,2020-08-29 20:30:00,75,0.4, 33.0,-126.1,82,0.5, 37.6,-121.0
